age,gender,height_cm,weight_kg,activity_level,goal,calories_required
54,0,176,73.1,3,2,2461
47,1,152,80.8,2,2,2423
52,0,173,89.8,3,2,2619
52,0,157,60.8,3,1,1729
23,1,160,81.0,1,1,1895
33,0,189,69.8,3,2,2614
24,0,155,82.0,1,2,2168
60,1,160,71.0,3,1,2010
57,1,183,95.1,3,2,2909
29,1,186,71.0,2,1,2127
35,0,179,64.8,1,2,2091
18,1,169,80.7,1,1,1973
18,1,161,68.6,3,2,2702
26,1,169,62.6,1,1,1752
43,1,170,80.6,3,1,2253
55,1,170,79.5,3,1,2182
34,0,172,69.3,2,2,2298
38,0,190,97.7,2,2,2674
50,1,157,75.7,3,1,2088
44,0,181,69.4,3,1,2005
22,0,176,78.7,2,1,1977
42,1,190,95.7,1,1,2134
23,1,189,68.6,1,2,2452
38,1,172,91.9,3,1,2404
54,0,150,68.8,1,2,1855
44,0,190,90.3,2,1,2070
20,0,180,69.1,3,1,2116
45,0,154,66.1,3,1,1798
26,1,158,71.4,2,2,2471
53,0,162,73.6,1,2,1983
41,1,171,70.3,1,1,1766
31,0,185,79.9,1,2,2300
18,0,166,69.7,1,2,2144
45,1,151,79.7,3,1,2115
43,1,157,85.5,1,2,2321
23,0,153,54.8,3,1,1789
44,1,188,90.6,2,1,2261
46,0,187,71.8,3,1,2056
59,0,171,79.9,2,2,2272
29,1,186,65.8,2,2,2575
44,1,188,101.5,2,2,2870
55,1,180,70.8,2,1,1958
19,0,188,87.3,1,2,2453
42,1,181,77.9,3,2,2800
40,1,170,71.5,1,2,2277
45,0,176,76.3,3,2,2538
54,1,180,98.3,3,1,2438
38,1,177,66.4,2,1,1980
40,1,160,65.8,1,1,1658
34,0,173,87.0,1,2,2281
32,0,182,73.8,2,2,2415
37,0,155,61.6,2,1,1599
24,1,157,70.9,2,2,2470
28,1,161,63.4,3,2,2600
38,1,152,56.8,3,1,1928
21,1,187,88.1,2,1,2344
32,1,162,83.5,1,1,1887
23,0,167,61.6,3,1,1944
40,0,153,61.7,1,2,1873
36,1,173,62.3,3,2,2624
39,1,157,82.2,2,2,2508
33,0,164,86.3,3,1,2123
59,1,153,57.7,2,2,2138
54,1,189,88.4,2,1,2195
48,1,180,66.7,2,2,2452
39,0,189,87.1,1,2,2357
47,1,182,99.7,1,1,2099
59,0,165,80.2,3,1,1938
33,1,151,56.5,1,2,2043
32,1,170,69.3,2,2,2495
59,0,187,81.8,2,1,1891
55,1,178,66.6,3,1,2103
35,0,186,92.4,3,1,2311
59,1,178,90.2,3,2,2819
54,0,159,80.9,2,2,2232
58,1,173,77.3,2,1,1964
18,0,187,81.0,2,1,2088
60,0,152,72.7,1,2,1877
38,1,164,78.4,3,2,2719
49,0,183,78.9,2,2,2387
34,1,177,87.6,2,2,2712
27,1,185,83.4,3,1,2455
34,1,181,74.3,2,1,2104
28,0,171,69.9,3,2,2527
45,1,166,60.5,1,1,1617
43,1,178,71.2,3,1,2209
34,1,168,66.7,2,2,2447
32,1,176,68.3,1,1,1823
46,0,189,91.7,1,2,2368
46,0,173,61.4,2,2,2165
42,1,170,64.8,3,2,2600
23,1,158,71.1,2,1,1983
49,1,186,76.0,1,1,1877
29,1,175,72.4,3,2,2772
51,0,174,72.2,1,2,2054
26,0,181,92.6,3,2,2827
36,0,160,74.7,3,1,1967
37,0,164,63.4,1,2,1974
52,1,189,72.3,3,2,2744
54,0,162,70.4,1,2,1946
22,1,187,76.3,2,2,2721
31,1,156,63.8,2,1,1858
35,0,154,72.7,3,1,1914
37,1,151,55.4,1,1,1512
58,0,172,80.7,1,2,2092
34,0,151,60.1,2,2,2074
23,1,163,65.0,2,1,1953
31,1,163,89.1,3,1,2354
60,1,154,63.9,2,2,2201
58,1,174,81.2,1,2,2309
58,0,189,99.4,2,2,2585
51,0,158,66.0,3,2,2292
48,0,183,89.2,2,1,1995
31,0,162,69.2,3,1,1949
31,1,172,69.2,2,1,2012
36,1,189,103.6,3,2,3137
44,0,182,76.1,1,2,2178
34,0,183,66.7,1,2,2140
45,1,155,75.1,1,1,1694
50,0,164,64.3,1,2,1918
46,0,155,71.0,3,2,2348
41,1,172,70.5,2,1,1975
39,0,165,81.4,1,2,2150
22,1,184,86.6,2,1,2306
51,0,189,78.6,3,1,2112
56,1,163,80.4,2,1,1942
42,0,156,74.2,3,2,2407
50,1,184,76.9,3,2,2769
24,0,177,89.9,2,2,2585
48,1,180,68.3,3,1,2168
32,1,183,66.7,3,2,2750
18,0,189,80.0,2,1,2091
23,0,158,62.5,2,1,1697
18,0,161,76.4,3,1,2080
42,1,181,89.6,3,1,2417
39,0,185,79.1,1,2,2252
30,1,188,92.0,3,1,2545
44,0,150,65.6,3,1,1773
49,0,188,77.3,1,1,1703
20,1,153,80.1,3,2,2757
19,0,163,89.3,1,1,1816
31,0,150,77.7,2,1,1759
39,0,158,61.0,2,2,2102
55,0,167,60.8,2,1,1576
56,0,167,80.5,2,1,1768
28,0,161,67.6,1,1,1542
40,0,172,75.1,1,2,2126
35,1,185,65.4,2,1,2035
23,0,183,67.0,1,2,2198
19,1,157,65.3,2,2,2439
23,1,167,78.7,3,2,2815
41,0,171,62.8,3,1,1891
23,0,174,87.2,2,1,2044
48,1,175,78.4,1,2,2337
50,1,175,90.7,2,1,2150
51,1,153,62.6,2,1,1727
19,1,163,75.2,1,1,1875
23,0,160,78.3,3,1,2068
45,1,176,84.0,3,2,2815
30,1,180,83.7,3,1,2412
25,0,183,73.2,3,2,2650
54,1,160,71.1,2,2,2341
57,0,161,76.5,3,2,2386
48,0,183,66.5,1,1,1568
39,0,176,80.6,2,1,1911
35,1,179,90.2,1,2,2545
29,1,158,56.5,2,2,2307
59,0,157,80.1,3,2,2387
19,1,174,66.2,3,1,2254
48,0,154,76.5,3,2,2387
57,1,151,54.3,2,1,1601
28,1,183,81.5,1,2,2518
31,0,162,63.7,3,2,2394
44,1,178,82.7,2,1,2119
50,1,175,93.7,1,2,2480
19,1,178,83.0,2,2,2747
22,1,187,77.9,3,2,2937
51,0,168,87.7,2,1,1872
27,0,188,81.5,1,2,2355
47,0,152,77.1,3,2,2386
18,0,163,76.1,1,1,1689
27,1,183,89.7,3,2,3005
24,0,158,72.2,3,2,2489
29,0,172,63.1,3,2,2461
41,0,180,89.0,3,1,2210
54,1,171,78.9,1,2,2287
44,0,168,66.5,2,1,1695
34,0,166,78.4,1,2,2151
50,0,179,70.9,3,1,1977
60,1,158,71.7,3,1,2004
28,0,157,61.4,2,2,2155
44,1,180,83.3,3,2,2838
60,1,182,66.2,1,1,1699
49,0,188,92.0,3,1,2250
38,0,164,64.8,1,1,1483
34,1,186,76.8,2,2,2660
19,0,161,68.9,1,1,1600
18,0,174,74.2,2,1,1939
44,0,151,79.6,3,2,2419
50,0,184,70.0,2,1,1800
21,0,151,55.1,3,2,2289
37,1,172,67.4,3,2,2664
32,1,189,98.3,3,1,2604
42,0,190,82.8,1,1,1805
50,1,154,80.7,2,1,1919
60,0,164,59.0,2,2,2015
35,1,156,76.9,1,1,1769
38,1,166,59.2,3,1,2039
27,0,170,82.5,1,2,2252
23,1,189,97.4,2,1,2440
19,0,162,77.9,3,2,2596
26,1,170,64.2,1,1,1774
37,1,183,99.4,3,1,2552
51,0,171,78.7,2,2,2300
22,0,157,73.8,1,1,1609
55,1,188,82.9,2,1,2129
44,0,188,96.4,3,1,2319
30,1,150,53.9,1,2,2026
49,1,161,69.5,2,2,2356
23,0,185,91.4,1,1,1955
28,0,150,75.9,1,2,2056
32,1,177,74.3,2,1,2089
33,0,151,60.3,3,2,2281
32,1,184,65.7,3,2,2747
49,1,169,74.2,2,1,1953
27,1,154,58.3,1,2,2110
47,0,155,71.6,3,1,1849
57,0,179,71.2,2,2,2245
18,0,161,65.7,3,2,2473
30,1,155,82.8,2,2,2546
33,1,163,75.0,3,2,2703
26,1,171,76.3,1,1,1901
36,1,165,87.5,1,2,2426
60,0,186,91.2,1,1,1774
42,0,180,68.3,3,1,1998
42,1,152,76.1,1,1,1701
24,1,181,86.4,3,2,2975
50,1,158,74.0,2,2,2377
37,0,154,75.0,3,1,1927
39,0,150,73.7,1,1,1479
27,1,153,72.0,2,2,2441
55,0,159,69.4,3,2,2312
19,1,170,78.1,3,2,2848
44,0,170,72.5,1,1,1567
22,0,175,96.0,2,2,2643
28,1,163,62.9,3,1,2107
26,1,168,86.8,3,1,2388
52,0,187,88.7,1,2,2295
50,1,183,92.5,3,2,2918
47,0,180,92.6,2,1,2016
37,1,184,96.7,3,1,2532
40,0,164,58.0,2,2,2105
27,0,163,77.6,1,1,1659
21,0,185,80.2,3,1,2253
38,1,174,92.6,1,2,2523
27,1,183,65.8,3,1,2266
29,1,189,79.4,1,2,2530
43,1,170,77.0,1,1,1817
26,0,177,84.3,2,1,2019
58,0,177,88.2,3,2,2598
27,1,161,63.2,1,2,2203
25,0,173,74.5,1,2,2201
51,0,186,79.2,3,2,2599
54,0,159,80.4,3,1,1927
42,1,178,90.6,1,2,2508
20,0,166,68.0,3,2,2517
26,1,160,75.0,2,1,2020
49,0,187,91.9,3,1,2242
35,0,161,60.9,2,2,2140
60,1,165,78.0,3,1,2111
46,0,157,82.1,3,2,2472
55,1,164,63.9,3,1,1989
48,0,157,72.1,3,2,2362
54,0,187,76.1,1,2,2159
29,1,187,67.6,2,1,2099
29,1,157,56.4,1,1,1600
41,1,185,95.7,3,2,3008
33,0,163,67.5,3,1,1928
47,1,190,98.6,1,2,2638
49,0,165,76.5,3,1,1951
58,1,164,83.2,3,1,2167
40,1,190,93.7,2,1,2324
40,0,190,98.3,2,1,2170
26,1,182,75.3,3,2,2860
22,0,167,65.9,1,2,2092
56,1,150,76.0,2,1,1817
25,1,164,59.7,3,1,2097
35,0,176,75.3,3,2,2578
51,1,178,96.3,1,1,2020
40,1,177,87.7,3,1,2383
40,0,163,69.6,1,1,1514
29,0,152,72.4,2,1,1729
30,0,185,72.9,1,2,2235
26,1,151,69.2,3,2,2605
58,1,163,67.1,1,1,1599
34,1,190,100.8,3,2,3125
49,1,176,69.2,1,2,2247
42,0,152,71.3,1,1,1453
33,1,156,66.8,1,2,2178
20,0,180,77.2,2,2,2497
49,0,178,94.1,1,1,1808
54,1,190,76.4,3,1,2281
19,0,189,93.7,1,1,2023
38,0,154,76.4,2,1,1736
54,0,159,71.5,2,2,2138
28,1,164,73.5,2,1,2020
56,0,167,90.9,3,2,2572
23,1,188,91.9,2,1,2379
28,0,155,74.8,3,2,2476
45,1,168,70.1,3,1,2126
36,1,184,74.3,2,2,2613
21,1,190,92.9,2,2,2911
37,0,182,79.7,3,2,2649
49,0,178,65.6,3,1,1923
58,1,190,92.7,2,2,2724
58,1,171,81.9,2,1,1997
51,1,161,84.3,1,2,2294
34,1,156,71.1,1,1,1716
31,1,179,71.1,3,2,2774
52,1,151,65.3,1,2,2036
54,1,182,71.2,2,1,1979
48,1,174,94.3,2,2,2690
52,1,168,61.3,2,2,2303
26,0,156,83.1,1,2,2176
32,0,187,101.5,2,2,2723
24,0,181,64.8,1,2,2159
29,0,178,75.4,3,2,2621
52,0,158,58.8,3,2,2215
55,0,171,72.3,2,1,1716
44,1,190,101.7,3,1,2584
24,1,168,61.4,2,2,2444
34,1,183,79.7,2,1,2170
41,1,159,68.0,3,2,2568
28,1,153,58.8,2,1,1804
42,0,190,88.1,1,1,1858
39,0,164,80.8,2,2,2338
32,1,169,86.1,2,1,2157
36,0,186,74.8,2,1,1930
37,1,179,76.2,1,1,1895
47,0,163,72.2,2,1,1705
19,0,182,69.3,3,1,2135
20,0,190,87.7,3,1,2364
44,1,151,80.4,1,2,2227
39,1,152,56.9,1,2,2024
30,0,152,66.9,3,1,1869
29,1,180,87.3,2,1,2253
29,1,160,79.4,2,1,2049
50,0,156,84.3,1,2,2068
36,1,182,83.2,3,1,2389
29,1,154,66.6,3,1,2083
51,0,176,72.7,2,1,1772
46,0,181,68.1,1,2,2082
60,1,172,75.7,2,1,1932
29,1,182,92.8,3,2,3020
58,0,189,93.2,2,1,2023
54,1,169,74.9,1,2,2235
18,0,160,75.3,2,2,2363
51,1,174,95.2,1,1,1984
40,1,189,79.4,1,2,2475
49,1,166,85.4,3,2,2746
18,0,165,71.0,1,1,1651
32,1,158,62.3,1,2,2150
20,1,183,67.0,1,1,1913
19,0,177,76.5,3,1,2176
40,0,184,68.0,3,2,2530
26,1,189,77.7,1,1,2028
23,0,165,76.6,2,1,1882
57,1,152,81.9,1,2,2184
32,0,155,69.9,3,2,2407
51,1,181,86.4,2,1,2140
21,0,182,80.5,3,1,2237
41,1,170,84.2,3,2,2799
29,1,165,73.3,1,2,2319
47,0,188,91.1,3,2,2751
34,1,179,95.9,2,2,2807
31,0,158,66.6,1,2,1998
38,1,181,71.3,3,2,2754
39,1,153,62.4,1,2,2085
50,0,165,90.4,2,1,1885
50,0,163,58.4,1,2,1852
49,0,177,83.9,3,2,2600
23,0,177,95.1,2,2,2642
54,0,188,67.9,1,1,1584
46,0,164,83.8,1,1,1633
53,1,170,65.4,1,2,2151
51,0,151,62.5,1,2,1813
25,1,151,63.1,1,2,2149
24,1,151,81.3,2,1,2036
54,0,163,64.9,1,1,1397
54,0,184,65.8,2,1,1738
27,0,168,65.9,2,2,2274
47,0,157,73.1,1,2,1977
30,1,152,67.6,3,1,2076
48,1,177,63.7,1,1,1703
59,0,169,79.1,1,1,1552
49,1,161,57.5,2,1,1736
23,1,178,85.4,2,1,2251
23,0,175,63.7,1,2,2115
20,0,186,94.5,2,2,2707
59,1,166,80.6,2,2,2448
54,1,152,59.1,3,1,1871
34,1,183,83.5,1,1,2008
25,1,164,75.1,1,2,2351
20,0,178,93.2,2,1,2144
48,0,187,66.0,1,2,2088
41,1,163,83.0,3,1,2243
58,0,161,86.1,1,2,2077
52,1,172,62.5,1,2,2140
60,1,151,60.0,3,1,1843
57,1,164,85.2,1,2,2292
55,1,188,97.7,2,1,2277
35,1,169,84.6,1,1,1927
27,1,189,67.9,1,1,1925
33,1,181,90.4,3,1,2470
43,0,189,90.7,2,1,2073
31,1,173,78.2,3,2,2808
50,0,150,57.6,1,1,1263
22,0,187,70.1,2,1,1959
28,1,155,58.2,2,1,1810
32,1,173,71.1,1,2,2332
37,1,178,78.6,2,1,2113
54,1,183,68.9,3,2,2662
34,1,163,75.3,1,1,1801
36,0,183,67.2,1,1,1635
50,1,150,67.2,3,2,2459
18,0,176,92.9,3,2,2839
21,1,152,57.4,3,1,2019
25,1,150,77.1,1,2,2283
29,0,174,90.5,1,1,1847
39,1,174,71.6,3,2,2708
19,0,155,58.5,1,2,1958
56,1,173,73.4,3,2,2635
27,0,156,71.4,1,2,2054
21,1,166,65.1,3,1,2183
43,1,180,91.5,3,2,2925
33,1,189,93.6,3,2,3052
52,1,155,77.3,1,2,2181
51,1,184,95.5,2,2,2750
19,0,189,83.3,1,2,2419
20,0,154,55.1,3,2,2313
23,0,178,95.2,2,1,2149
58,1,164,86.8,2,1,2003
38,1,160,82.0,1,1,1830
25,1,162,85.5,1,2,2442
22,0,155,74.5,3,1,2003
58,0,150,73.2,3,1,1779
29,1,185,101.6,1,2,2727
36,1,174,94.2,1,2,2549
34,0,182,76.7,1,2,2234
44,0,187,94.0,3,2,2788
55,0,170,63.6,1,1,1423
25,0,185,71.0,1,1,1741
57,1,159,56.4,1,2,1972
58,1,159,67.9,3,1,1982
35,1,169,92.7,3,2,2908
26,1,152,62.3,1,1,1643
29,0,155,82.5,1,1,1648
49,1,186,89.0,1,2,2507
52,1,156,68.8,1,1,1603
47,0,173,62.1,1,2,1967
47,1,155,69.8,2,2,2331
20,0,174,73.2,3,1,2119
43,1,176,62.6,3,1,2111
46,0,187,85.1,1,2,2289
46,1,164,82.8,1,1,1823
19,0,186,81.7,1,1,1884
56,1,172,74.7,1,2,2242
54,0,188,97.9,3,1,2284
53,1,154,71.6,2,2,2313
49,1,189,73.6,1,2,2372
42,1,152,65.6,3,2,2496
29,1,168,62.6,1,2,2231
27,1,185,97.8,2,1,2399
47,1,171,89.0,1,2,2423
45,0,151,61.0,1,1,1328
34,1,162,73.5,3,2,2677
57,0,160,56.7,2,2,1982
18,1,178,69.1,3,2,2813
57,0,176,79.8,1,2,2113
28,1,185,93.9,3,2,3055
59,0,163,66.0,2,1,1583
28,0,186,74.6,1,2,2268
22,1,161,57.6,1,1,1672
24,0,172,91.6,3,1,2271
36,1,185,92.8,1,2,2604
55,1,157,77.2,3,1,2078
57,0,186,88.0,1,1,1757
54,0,177,80.1,1,1,1637
50,0,180,94.0,3,1,2215
59,1,185,69.4,3,2,2655
30,0,162,67.6,3,1,1938
23,0,186,88.7,2,2,2634
37,1,188,97.7,3,1,2567
55,0,163,86.6,2,1,1809
19,0,152,59.4,2,2,2149
29,0,171,76.3,1,1,1686
58,0,174,93.1,1,2,2228
21,1,175,68.6,1,2,2374
27,0,161,84.3,2,2,2414
22,1,186,91.8,2,1,2370
53,1,154,57.0,3,2,2367
51,1,160,77.2,1,2,2217
47,0,166,76.0,3,2,2462
19,0,156,69.6,2,2,2276
45,1,186,89.9,2,2,2736
56,0,190,103.7,2,2,2644
33,0,151,72.9,1,1,1507
20,1,160,78.9,1,2,2389
36,1,155,79.5,2,2,2483
55,0,183,67.1,2,1,1739
46,0,187,88.5,2,1,2023
28,1,187,86.9,3,2,2997
36,1,155,56.0,2,1,1748
39,1,169,76.9,1,1,1830
41,1,160,80.7,3,2,2702
41,1,188,71.8,1,1,1888
50,0,184,67.0,3,1,1970
57,1,177,72.2,3,1,2143
30,0,179,77.5,2,2,2443
49,1,185,73.3,1,2,2344
34,1,171,65.3,3,2,2651
60,1,178,97.8,2,1,2190
43,1,159,86.4,3,2,2742
24,0,155,64.7,2,2,2195
29,1,186,100.4,3,2,3121
25,1,175,72.1,1,1,1889
48,1,156,58.7,2,1,1722
32,1,163,74.6,1,1,1804
48,1,165,80.5,3,2,2696
49,0,159,59.7,2,2,2045
50,0,189,75.6,2,1,1887
46,0,160,83.9,1,1,1609
48,1,165,78.3,1,1,1774
50,0,162,74.8,3,1,1910
33,1,170,71.8,1,1,1815
38,1,179,86.0,3,1,2388
19,1,174,79.4,3,1,2386
33,0,169,90.8,1,1,1799
43,1,172,63.9,1,1,1699
26,1,187,66.4,2,1,2102
33,1,185,74.7,1,1,1938
38,1,183,78.8,2,2,2641
40,0,182,81.3,2,1,1950
21,0,180,76.4,3,2,2684
43,0,186,71.1,2,1,1858
50,0,161,86.6,2,1,1822
51,0,174,79.2,2,1,1824
43,0,157,62.2,1,2,1888
54,0,190,78.4,1,1,1701
49,1,181,97.4,2,1,2260
23,1,171,83.9,3,1,2392
44,1,172,87.0,1,1,1925
25,0,168,70.8,2,1,1833
53,1,188,71.7,1,1,1827
38,0,179,65.3,2,1,1781
26,1,159,71.4,1,1,1777
18,1,152,62.3,2,2,2383
48,0,183,99.9,3,2,2802
47,1,170,84.9,2,2,2576
48,1,166,66.9,3,2,2566
43,0,179,86.0,2,1,1963
28,1,156,64.9,3,2,2584
24,0,176,77.1,3,2,2651
28,1,176,95.3,1,2,2613
33,1,164,69.3,2,1,1953
35,1,153,73.2,2,2,2413
38,0,150,67.2,3,1,1819
21,0,169,88.5,3,2,2736
54,1,177,83.7,1,1,1873
25,0,178,86.2,3,1,2249
41,0,187,77.7,2,1,1940
39,1,164,82.2,2,1,2052
51,0,178,74.3,2,1,1800
54,1,184,68.5,1,1,1765
42,1,160,81.4,2,1,2004
34,1,185,93.9,3,2,3025
37,0,177,70.7,2,2,2328
52,0,189,78.5,2,1,1906
55,0,190,94.8,2,1,2060
30,1,172,64.9,1,1,1774
57,1,188,80.4,3,1,2294
27,1,179,96.4,2,1,2347
37,1,169,64.2,1,1,1713
38,1,172,67.9,2,1,1964
50,0,161,62.5,3,1,1781
40,1,184,81.6,1,2,2466
53,0,170,67.0,3,2,2367
60,1,173,63.4,3,1,2015
42,1,161,87.8,2,2,2574
25,0,183,85.4,1,2,2372
22,0,170,84.2,3,2,2694
38,1,177,85.1,3,1,2367
53,0,168,59.5,2,2,2080
39,0,180,85.0,3,1,2180
22,0,187,86.5,2,1,2123
40,1,159,81.8,2,2,2511
53,0,156,65.7,3,1,1767
58,1,160,60.8,3,1,1918
29,0,176,78.1,2,1,1936
24,0,169,86.8,3,1,2204
33,0,168,67.8,1,1,1563
40,0,169,89.0,2,1,1946
56,1,181,97.6,3,2,2927
52,1,165,70.8,2,1,1879
25,0,161,69.5,3,2,2476
51,0,177,88.5,2,1,1936
55,0,168,74.3,1,2,2018
30,1,162,87.9,2,1,2141
37,0,167,69.7,2,2,2255
26,1,150,79.7,3,2,2704
48,0,154,65.6,2,2,2078
27,1,167,82.2,3,1,2330
47,1,175,95.2,2,1,2210
34,0,172,85.0,2,1,1955
28,0,162,80.5,1,2,2177
51,1,168,67.6,2,1,1871
36,0,169,89.9,2,2,2475
31,1,152,70.6,3,2,2601
46,1,162,80.0,3,1,2182
58,0,180,69.5,2,1,1730
23,1,152,76.6,2,1,2001
34,0,178,65.3,3,1,1995
20,0,165,81.3,3,2,2644
44,1,175,92.5,2,2,2698
52,1,151,67.6,3,2,2459
45,1,158,65.3,1,2,2115
48,0,182,99.6,3,1,2293
56,0,178,63.0,1,1,1462
29,0,158,72.2,2,2,2264
28,1,183,76.0,1,1,1963
54,0,188,74.6,1,2,2151
50,1,169,67.6,1,1,1682
23,0,153,70.8,1,2,2049
35,0,176,94.1,2,1,2066
23,0,160,62.9,3,2,2414
35,0,168,82.7,3,1,2102
28,0,186,91.2,1,1,1934
21,1,156,61.0,2,1,1880
58,1,161,62.1,1,2,2037
52,0,183,89.1,3,2,2674
40,0,157,68.6,1,1,1467
28,1,168,80.8,2,2,2618
36,1,180,93.6,1,2,2581
45,1,165,65.0,2,2,2356
24,0,155,83.2,2,2,2380
46,1,186,75.6,2,1,2088
32,0,190,89.9,3,1,2326
45,0,186,71.5,1,2,2152
36,1,186,87.4,1,1,2056
54,1,150,66.6,1,1,1533
34,1,190,71.6,1,1,1933
36,1,160,80.2,3,1,2222
32,0,164,73.0,2,1,1795
44,0,181,69.7,1,1,1608
45,0,185,92.5,3,2,2756
55,1,190,103.0,1,2,2642
48,1,175,86.8,1,2,2421
18,0,157,64.2,3,2,2433
22,1,158,86.0,2,1,2137
47,1,171,84.7,3,2,2780
19,1,190,91.4,3,2,3106
45,1,180,90.7,2,2,2707
50,0,154,65.1,1,2,1863
51,0,182,77.7,3,2,2559
37,1,181,77.0,2,1,2116
47,0,158,71.5,3,1,1867
57,0,190,78.2,3,1,2084
25,0,170,61.8,2,1,1755
40,0,164,59.1,1,1,1416
53,1,190,78.1,2,1,2103
18,0,154,72.3,2,2,2295
49,0,161,65.8,1,1,1419
43,0,169,69.8,2,1,1739
23,1,150,79.1,3,2,2713
21,0,158,75.5,1,2,2137
56,0,159,55.9,3,1,1672
55,0,158,78.7,2,1,1699
51,1,160,59.5,3,1,1940
50,0,185,83.0,1,1,1736
51,0,155,85.0,3,1,1963
49,0,169,63.4,3,2,2345
25,1,158,78.1,2,2,2543
26,1,188,83.2,2,1,2277
25,1,181,91.4,1,2,2620
51,0,153,77.2,3,1,1873
21,0,166,75.9,1,2,2191
24,1,153,66.0,3,2,2596
43,1,184,82.0,1,1,1955
19,0,161,56.4,1,1,1475
38,1,166,79.7,2,2,2544
45,1,165,61.2,2,2,2318
18,1,168,79.7,2,1,2157
18,0,163,66.5,3,1,1993
19,1,181,83.0,1,2,2566
44,0,184,86.0,3,2,2690
55,0,154,76.0,1,1,1447
25,1,190,99.6,1,1,2258
39,1,161,73.3,3,1,2144
21,1,156,63.9,3,1,2109
50,0,185,69.2,3,1,1998
57,1,184,71.6,3,2,2681
54,1,173,90.3,1,2,2414
48,1,153,59.6,2,1,1712
21,1,170,66.8,1,1,1825
57,0,173,63.6,2,2,2132
58,0,178,64.0,2,1,1662
26,0,172,86.2,2,1,2007
57,1,164,81.0,1,2,2250
49,1,167,63.7,2,1,1835
59,1,172,60.9,2,1,1789
57,1,160,72.9,1,1,1644
43,0,162,58.3,2,1,1580
31,0,181,97.2,3,1,2348
58,1,180,83.5,2,1,2070
44,0,162,71.6,1,2,2008
59,0,153,54.7,1,1,1208
44,1,156,57.5,2,2,2230
29,1,165,70.8,3,1,2194
54,1,171,81.1,1,1,1809
32,1,187,66.0,3,2,2768
35,1,152,65.1,2,2,2326
59,0,185,76.0,2,2,2321
49,0,183,68.8,3,1,1986
25,1,161,77.0,2,1,2051
48,0,151,77.3,3,1,1876
55,0,166,62.1,2,2,2083
37,1,173,79.1,1,1,1887
56,1,167,63.9,3,2,2502
53,1,185,91.8,2,2,2709
33,0,182,71.0,1,1,1682
32,0,181,65.0,2,2,2321
32,0,168,72.1,2,1,1811
30,1,185,70.3,1,1,1909
22,0,167,91.1,1,2,2344
55,1,180,72.2,3,2,2672
33,1,177,76.0,1,1,1901
23,1,184,65.0,3,2,2785
33,1,176,86.8,2,1,2203
55,0,178,79.5,1,2,2132
42,1,185,94.1,2,1,2287
28,1,155,83.1,3,2,2759
18,1,153,78.0,2,1,2046
31,1,185,92.6,1,1,2127
40,0,159,65.1,3,2,2344
23,1,161,65.1,3,2,2642
55,1,161,83.1,1,1,1762
57,1,175,71.0,2,2,2418
24,1,179,91.6,1,2,2614
18,1,165,81.4,3,1,2355
52,0,179,80.2,2,1,1860
44,0,164,81.3,3,1,2018
53,0,176,81.0,1,1,1645
18,0,167,70.0,2,2,2353
20,0,182,87.0,2,2,2607
25,0,174,76.8,2,2,2430
60,0,190,92.9,1,1,1816
45,1,177,82.9,1,2,2410
38,0,166,64.9,3,1,1896
49,1,168,78.5,3,2,2690
41,0,157,73.9,1,1,1515
26,0,150,65.8,3,1,1865
19,0,184,83.8,1,1,1893
45,0,157,84.4,2,1,1800
40,1,179,87.1,1,1,1989
50,1,169,91.5,2,1,2121
50,0,157,72.2,1,2,1953
48,1,158,82.7,3,2,2674
24,0,165,74.3,1,1,1654
27,0,176,62.3,2,2,2288
33,0,187,86.7,3,1,2270
22,1,154,77.1,2,1,2023
27,1,183,65.4,2,2,2562
49,0,173,61.2,2,1,1648
34,0,190,74.4,2,2,2461
36,1,165,58.0,1,1,1631
34,0,174,76.3,3,2,2580
33,0,180,69.3,3,1,2053
47,0,166,84.6,1,2,2148
51,1,177,74.9,3,2,2700
47,0,160,72.6,2,2,2191
43,0,161,70.3,1,2,1994
58,0,177,69.0,1,2,2006
39,0,164,61.5,1,1,1445
24,1,182,78.3,1,1,2000
44,0,188,102.6,2,2,2681
38,0,158,73.0,3,1,1927
52,1,157,81.9,1,2,2240
27,1,153,74.9,2,2,2470
41,1,181,73.3,1,2,2359
26,0,158,81.0,3,1,2067
44,0,183,81.6,3,2,2639
26,1,160,72.3,1,1,1793
24,1,162,88.4,2,2,2676
40,0,157,68.4,2,2,2165
23,0,175,65.1,1,1,1629
58,0,174,75.4,2,1,1751
51,1,182,87.2,3,1,2354
49,0,155,59.8,2,1,1521
40,1,188,69.6,2,2,2571
52,1,166,58.5,1,2,2062
59,0,163,86.4,1,2,2087
53,1,184,75.8,3,1,2243
19,1,182,69.5,1,1,1937
60,1,183,84.4,2,2,2587
23,1,164,83.1,1,1,1941
57,0,159,84.7,2,2,2255
49,1,167,63.0,2,1,1828
28,0,189,69.4,3,2,2635
36,1,166,70.6,2,1,1963
33,1,176,65.5,1,1,1790
55,1,171,73.3,1,1,1726
20,1,179,88.9,1,1,2107
21,1,160,88.0,1,2,2475
42,0,172,64.4,1,1,1509
48,0,176,91.2,1,1,1772
38,1,186,84.4,1,1,2016
56,1,153,65.4,2,1,1730
44,0,169,64.9,3,2,2385
51,0,177,73.6,1,2,2087
55,0,176,90.0,3,2,2625
40,1,179,94.8,1,2,2566
